gene,AGH,CFB,CGC,CHC,HPB,Overall
ADAD1,3.462109294622145,20.23717391652179,50.308082543951805,36.16226619353522,22.270464036352227,26.488019196996635
NIBAN2,14.867031201747785,32.19839222996491,32.411239669004836,25.57273360573211,26.84241722685056,26.37836278666004
ZBTB26,29.640264397673942,29.154350711067593,26.23709088515538,14.370834353401737,32.48044915126172,26.376597899712074
KIZ,29.25606791085414,18.828419384767642,25.470519176648494,26.197402852127826,32.1032267060165,26.37112720608292
ENSA,22.470399855589783,24.87548880853504,25.601108859584937,27.580490156154454,30.907327984944153,26.286963132961674
ASPA,22.787615753614645,22.91318005372428,27.195733415781397,46.23656573253766,12.069407542378018,26.2405004996072
ABTB1,36.04032359463582,30.13484226968351,17.344977010700358,22.468757126689553,23.919120005952934,25.981604001532435
CCDC83,27.129809594773747,23.894233523940116,12.418150245059755,29.28393772413656,37.178310586660665,25.98088833491417
KRT77,34.86451724118367,27.301594759361603,20.485758555929696,25.45419440179885,20.814314858874802,25.784075963429725
LCTL,29.272656916101436,30.838901035834375,5.777678910741565,38.36775179351945,24.456947584736564,25.74278724818668
TMPRSS11B,29.31712850597213,15.943992539340886,25.756271125087345,30.254067868045055,27.191896754576167,25.692671358604315
LRRC4B,24.87109787093394,9.299627406832494,41.09855800768935,22.20770499837485,30.797049321874116,25.65480752114095
UMOD,15.468617789892022,37.13470408589892,25.000332144327906,21.35225981074599,29.24673623152987,25.64053001247894
SPDYE15,35.08364124920675,21.31408423251889,30.256688540421045,18.609373156119766,22.899658621128356,25.63268915987896
PABPC5,8.230297085124308,30.847343424731164,28.103321465944543,25.76630733981609,34.96307332339929,25.58206852780308
CLUH,20.568082299576258,29.284701439601786,21.409916265834024,23.360884379521963,33.25365102857424,25.575447082621654
WNT10B,22.291632452383666,13.701427095726798,36.298586238095545,34.35991076402588,21.05035685649777,25.540382681345932
ZNF716,21.215452855536007,28.634451323797283,20.269516195853026,42.17588013412859,15.319394354579218,25.522938972778825
CCDC113,29.001513494341268,20.113215818326893,11.254507131878691,33.4556676563977,33.59198002378695,25.4833768249463
DTL,24.9205435620168,15.99848693490283,30.268588533258878,33.277134495699364,22.925151338312656,25.477980972838104
GASK1A,26.056251006280938,19.439028302799322,24.95940609544178,24.056060763274818,32.4121431851999,25.38457787059935
SLC66A2,23.08444988991079,37.77039329830509,24.57278417816991,21.43498785688682,19.75712691880933,25.323948428416386
UBE3C,4.625711439260938,32.524304336090474,22.76718319143443,36.15381710243435,30.282949581022244,25.27079313004849
EVI2B,10.602289947465842,25.938024465843107,29.851523651974915,32.3430432918259,27.120504771134296,25.171077225648812
CYP2A6,18.516259154946532,32.99694546813197,34.552076920749535,26.991289808966112,12.693009809299289,25.149916232418686
SPANXN2,11.540630829026192,39.443231450388936,29.486569905477282,21.605214023909266,23.636223826332184,25.14237400702677
MFAP2,20.50503143545712,24.952365373671146,28.579856135340552,30.57758732797647,21.000801665257633,25.123128387540586
CDK5R2,16.57842824844201,20.270503123815672,19.929545935294946,38.81212373987165,30.019349964379483,25.121990202360752
ADCY2,34.03811362893986,25.503900385699595,35.56202149775946,4.977417271221168,25.11847676922731,25.039985910569477
ABHD8,28.719261091401847,17.743595269597044,35.89589281677218,16.55399243720793,26.16758866421393,25.016066055838586
PSMG4,32.202014254732816,23.040857728347124,23.146690134965798,34.75162922158366,11.685482520280601,24.965334771982
CIART,5.858137574715051,34.76035731358104,38.74747419127425,29.81881721027356,15.395332287114602,24.916023715391702
OR10T2,23.914963063364674,22.55468975106331,19.940824410497132,29.6940948554864,27.999122795574564,24.820738975197216
STPG2,11.307354099047002,16.740970106906357,30.15361684119311,33.531013171257364,32.33045403246999,24.812681650174763
CD276,26.382649211984454,32.29195353924485,22.705886269544287,22.477402305072257,19.923728580337915,24.756323981236754
RHOT1,30.055223065661778,30.835998246767943,11.858676977026853,24.066103143255237,26.54183979557664,24.67156824565769
CDK4,29.401367641778176,15.189462258394462,13.974835844797731,30.448001873966362,34.322812305322664,24.66729598485188
RBMS3,33.04619696907072,11.787651403400274,8.796036827011402,40.894187481669334,28.551380521835835,24.615090640597515
SLC25A26,35.46248690557894,20.33520830115509,12.019142004207554,23.6871593031468,31.531116984652275,24.607022699748132
AS3MT,27.339049136085546,14.729904217300897,23.869974665942344,27.968167423386358,29.010779088478394,24.58357490623871
MBTD1,21.623797342986787,25.247805356514558,15.373271859891894,33.82460211286113,26.510692004802085,24.51603373541129
PPP1R3E,22.373331575935048,23.890903561655296,19.320206822203648,23.792146990844348,33.16451790737923,24.508221371603515
MAP3K2,27.979359768439526,32.23718370698593,14.747504857946147,29.50275742285578,18.049673371207504,24.503295825486976
IL26,25.368481024827126,29.059693620807785,8.279278154968154,36.409642668778844,22.493132177168036,24.32204552930999
CNBP,28.207273772437947,18.38634977414247,15.453298680655891,28.903371285878144,30.392498363844872,24.268558375391866
CRISPLD2,28.87046684731024,37.56167872644687,17.36699982962806,32.381119111442004,4.937905028586628,24.22363390868276
BMP15,37.95093646572148,17.272045277430355,21.592804464838483,20.142993854596806,23.770327340848894,24.145821480687204
OR10P1,4.846449554537241,33.57073854162975,32.89284009618534,19.875132602882726,29.29112357456879,24.095256873960768
OR6C75,28.601715401027473,17.828480544166133,27.27992600952764,24.153982358485397,22.354757714558954,24.04377240555312
MRPL41,23.880179312441776,38.02938649539223,17.43353336382725,24.748209330262828,15.981439156620084,24.014549531708834
PTPN11,26.78559398038876,16.56177126369746,18.789239992757363,30.99500956556625,26.75209655147609,23.976742270777184
NCDN,20.70003917915298,23.666181740738857,27.411372109427752,21.73670800948968,26.044712198037946,23.91180264736944
FRA10AC1,28.22375954148902,22.075139218403347,7.421712642527995,26.8155725366915,34.50759834382689,23.80875645658775
OR2M3,31.312317783615118,23.25350860959274,6.4965148973239355,30.85563782062493,26.80404093870922,23.744404009973188
ADORA2A,31.739321839873114,28.431420917776073,15.73632845990455,25.0314870850781,17.457120580591166,23.6791357766446
INTS12,14.397278027667193,32.89733965987558,11.074290415015135,25.711916472387454,33.932954549814646,23.602755824952002
LYPD8,32.06798740838993,15.145667563234932,18.625074182350563,30.03904912672129,21.682876009155077,23.51213085797036
PLEK,14.692903056979858,24.962369804977307,10.714356941158258,24.06659556689479,43.09612881486737,23.506470836975517
LMLN,16.87130255652808,25.070401220277272,34.334403654447264,13.795963542013478,27.305615009194973,23.475537196492212
NOSIP,26.070582598344018,24.107495434909456,12.10227535969204,23.185052060904326,31.782249141110647,23.449530918992096
GET3,21.317806195258626,6.589236861343448,28.366431475624427,26.20613079859228,34.70131389491654,23.436183845147063
TFAM,25.15462972887173,27.490379886059486,36.26806627720268,14.86952488399317,13.390313959769129,23.434582947179237
SLC19A1,16.847692435558205,20.99572615805738,19.946763673575642,34.69094655842365,23.99479661517123,23.295185088157222
GET1,18.680356629188363,34.08168961790738,7.311776969034063,23.90817833389525,32.35812539630671,23.268025389266352
EVX1,26.985475525020753,17.598378956663282,21.38044712009617,26.020916456246322,24.264190641191405,23.249881739843588
COMMD3,7.843713617909688,32.10903030842906,12.459629919797273,44.97442291157368,18.741715542267006,23.225702459995343
FRMD7,19.364891299846196,30.537506784686407,10.862778569154182,25.833442341223368,29.499122901604817,23.219548379302992
AKAIN1,17.596322578747145,24.52399400622944,19.880610397211356,12.731372023987014,41.14939720454569,23.17633924214413
ATL1,25.84388553950175,23.565195803172976,24.85243588673085,27.943476987792494,13.395715944145383,23.12014203226869
CUBN,28.26879743683801,19.100172861141072,20.33663874108875,26.079763697045895,21.134243012996535,22.98392314982205
ARHGEF10,32.31232999002094,4.075351136907205,30.14436842375352,24.448007164481215,23.938686671431945,22.983748677318964
DNAH8,29.18627807356912,20.72692599727198,20.15645738336971,15.397017999479687,29.331340567045316,22.959604004147163
TMEM138,23.020041982830755,22.02261153753289,19.881337501349243,16.430158636207523,33.407938127176706,22.952417557019423
KCTD15,33.749001667557884,11.44262570106411,27.13501046082677,27.502809373180696,14.847088031512213,22.935307046828335
VMP1,27.905964804234735,19.947210583090637,11.183754937058051,25.68143830351628,29.855145524248194,22.91470283042958
ANO7,21.199230525415523,31.354184148690823,21.134243012996535,21.134243012996535,19.62932438273705,22.89024501656729
IQCF5,18.130968087809286,27.92674573912304,19.2395626028161,26.932627787912338,22.14915802680952,22.875812448894056
RNF187,19.774387435152484,16.707022204399525,17.26423327167859,29.191273678154488,31.26318844827887,22.84002100753279
POU6F1,25.569920632036304,20.60633930445683,22.01877605583759,31.072901641178834,14.525837903665076,22.75875510743493
HNF1A,20.071721138634814,27.67125091008507,12.148555550724648,22.92851505780044,30.877280199431016,22.739464571335198
WNT16,19.677734306074584,23.608798884835167,33.315208585544234,18.5227338203823,18.500204659166375,22.724936051200533
CASKIN2,26.84029172432768,43.1689629772963,8.366200991076134,14.087930287197285,21.07669371118539,22.70801593821656
ZNF461,32.373962186929084,12.877024620127212,31.67371869628304,22.217307463221093,14.370834353401737,22.702569463992432
KRT84,24.667368301085148,19.63344481189803,26.093360880407566,16.537028905570423,26.56441063511715,22.699122706815665
NSMCE3,16.653807770187264,30.763024356475437,28.405246734847843,15.997119376792659,21.309458395062038,22.625731326673048
LYPD6,26.073127225426045,17.90431080650036,7.923205569053982,32.417050334038315,28.68487837242308,22.600514461488356
ASB4,17.463142360815397,21.14970876216767,23.24543801655184,23.70713982545455,27.211452281603616,22.555376249318616
CT45A9,21.444459718300006,23.035891592132742,19.922292603330032,26.0214121716042,22.32449362591049,22.549709942255493
ZZEF1,29.74155305646955,28.86204883678321,6.566163849764214,20.717324139636542,26.761935172942735,22.52980501111925
CHM,15.765448200310574,19.758209542373358,32.899298435664534,18.97050277975293,25.219670142052664,22.52262582003081
INTS9,35.667863270948374,27.332725635080617,13.223975383584987,21.836123574492223,14.370834353401737,22.486304443501588
C11orf68,26.706186283928048,16.479359250519888,22.410124105033468,29.605781686384315,17.181995039566086,22.47668927308636
UCN,23.613910135557177,24.848842716241183,20.622247159207923,20.004484686421403,23.26222691044987,22.47034232157551
CD320,16.1764764240072,24.40739623108681,20.510620794929224,25.16010952953296,26.09530839687679,22.469982275286597
ADGRG2,19.037049184462816,29.340907288602807,6.640313884246289,21.985322194016703,35.2654183764588,22.453802185557482
ELAC2,5.892152420519355,15.915285671128174,36.306216478939454,31.46836324139593,22.65447344739783,22.44729825187615
OSGEPL1,29.046280687793836,27.766781928704493,15.764121331146047,31.77085041225793,7.733389689736687,22.4162848099278
CCDC138,19.309404406875046,6.7856380868261565,28.15851106194373,31.09489214847816,26.714116967301653,22.41251253428495
FAM72B,18.274387893883734,14.08728560618411,23.49024703482679,27.377183968223463,28.744515371569197,22.39472397493746
JAKMIP1,26.706341117116256,26.108364080997358,23.835908538922762,18.12295438619245,16.484288628272083,22.251571350300182
PALM3,26.71077915103351,23.93878934436142,16.48762347498301,11.998944524110186,31.821303007667765,22.191487900431177
ZNF432,19.119055226801134,25.236816175100124,22.962595293208555,31.27787479793434,12.30529785304779,22.180327869218388
SPCS2,30.311907130530486,17.861201493084266,21.869534359709156,14.99031933758625,25.76757861881076,22.160108187944182
RASL10B,15.10406644593521,24.93947599158071,21.930925208119856,27.847592353773827,20.963182883153415,22.157048576512604
TMEM37,24.913897385914026,18.527395859498856,18.64926092501146,31.722882255803736,16.730066393474328,22.10870056394048
CCNI,29.25019955245568,21.89002781269059,16.1631699834779,29.729938403470634,13.269685242690416,22.060604198957044
HES3,14.489703216147815,27.816337696229976,30.051414068845713,20.89539729075337,16.957066427791364,22.041983739953647
GFRAL,31.67063945181009,27.763719419862408,14.628981249194537,20.660650941391967,15.466669048009676,22.038132022053734
PKIG,7.201707741419172,40.87793558218208,18.31034983888478,19.78951798102993,23.938686671431945,22.023639562989583
TRIM49D1,11.623765228183435,27.216432350739687,15.602359891720505,26.568571292717742,29.03208705064394,22.00864316280106
SH3TC1,22.097336610391295,22.957225877277526,26.299095387778404,17.04694048196653,21.313298945904275,21.942779460663605
RHNO1,23.19168197396609,25.15641519761479,23.64912174175621,12.779266898811645,24.84489992950454,21.924277148330656
VNN2,17.03640304079971,18.589206500945902,17.590868526634292,31.592021004089123,24.54465174511592,21.87063016351699
LUM,22.638228128790516,25.390523047127573,17.85499875661446,23.926551549111494,19.307445152154383,21.823549326759686
SIAH3,21.134243012996535,21.784073266929518,20.1905078733492,20.051989331631287,25.86424043685527,21.805010784352362
PTCHD3,27.884833906620372,39.42340896252197,30.658388160455363,9.522741200286784,1.3307910635482822,21.764032658686553
NKX1-2,13.708682626424492,22.399462025259485,17.477665987107034,25.04382696018289,29.283736448786797,21.582674809552138
LRRN4,22.5760701729759,18.73730895753621,24.80918239452092,20.53434485410419,21.134243012996535,21.55822987842675
CDKN2AIPNL,9.393702531291163,24.778938837795987,25.490982386456583,28.095149743372698,19.755750108107716,21.50290472140483
MED23,29.27464742136532,14.8373277746451,21.61231983008916,25.15909318102649,16.51291492297756,21.479260626020725
ARHGAP23,24.150377145546507,21.988118972886433,29.612967584314838,23.921087154911145,7.607425693806939,21.455995310293172
BBS4,27.843410173124166,20.615270673923774,23.071124267023112,21.134243012996535,14.370834353401737,21.406976496093865
PAQR6,17.028523682441826,29.50994745486294,12.115628887205876,28.60535031022363,19.738969065779884,21.39968388010283
KRTAP12-2,15.335356758084615,20.819355815136515,25.67399268279975,21.109040264800264,23.823194373219046,21.352187978808036
ATP6AP1,25.80223950722816,25.710551332300387,15.189194620441157,25.678416043567054,14.370834353401737,21.3502471713877
FMO5,26.56660833905225,9.04497513973988,17.415296550341786,26.032168558196506,27.107073749930038,21.233224467452093
FAM133A,21.75999369105289,19.5191823346849,11.599193117362958,28.699946126744276,24.415750346320426,21.19881312323309
RAD51,30.852041458403267,4.713795013246953,14.66976345260074,25.297784716025784,30.27903342810551,21.16248361367645
LUC7L2,26.556458472677804,17.259720915213407,20.699014524521225,19.94625303683687,21.13424301299653,21.11913799244917
DBX2,21.134243012996535,21.134243012996535,25.608147448593755,14.370834353401737,23.154129252222,21.080319416042112
BLOC1S3,13.180033661103312,18.476724263071713,25.371062246754217,30.30501629743408,18.01137622144166,21.068842537960997
ZC3H4,23.973157574713333,26.962906569607387,10.188008241735199,26.287698034776234,17.754126957159976,21.033179475598427
XIRP1,21.022321133643395,23.789090201893327,15.690034558565616,23.496736847251544,21.134243012996535,21.026485150870084
HGD,22.36397355726502,21.824030650898766,10.12358844236151,21.134243012996535,29.538386299150808,20.996844392534527
COPS2,23.935544334366266,14.559153453382459,15.714043077755493,26.240805255861066,24.482884629109115,20.98648615009488
CCM2,21.346980611430073,15.539674423376185,10.517208963282963,29.426808751500943,27.778304978828682,20.921795545683768
GAGE2C,26.053526767727753,17.445135474318597,9.674671417902067,26.279379945445918,24.985343898017447,20.887611500682358
OR5W2,21.132154270888172,30.025918929347426,15.948488849286536,25.758225828936848,11.500546926825235,20.873066961056843
P2RX1,9.508165981107283,29.846966545541193,13.334031838608071,32.04177333503002,19.292186669285268,20.804624873914367
BMI1,19.394742654444098,29.295431711753082,26.13077771655961,18.24807993341314,10.768319632035166,20.767470329641018
LSM3,27.796383213864644,26.871099683176453,18.485729998654605,21.134243012996535,9.455063970689567,20.74850397587636
LEFTY1,23.81689028166915,16.892846597594986,23.2660158307425,22.134937237992684,17.60129738040039,20.742397465679943
PGD,21.134243012996535,23.26696836914341,11.456648324713864,21.134243012996535,26.040286782838983,20.606477900537865
PSMC5,10.611008590461847,42.63879644695512,9.614190737186815,34.30453501982352,5.78531784500181,20.59076972788582
UQCRB,14.797645406444984,27.000090374832087,17.325186614626688,25.01031374334896,18.745164320174357,20.575680091885417
PYGO1,25.32711204239787,15.803664349474431,14.588845543682377,23.570268606208526,23.393962886820237,20.53677068571669
C1orf216,21.13424301299653,29.12659175408454,22.623868655038287,22.049591395853117,7.607425693806939,20.50834410235588
UBA6,20.405961715839073,29.140363645346962,6.299426681788297,15.380510993061524,31.2490795179058,20.495068510788332
EMC8,23.591936786454674,8.472924664875496,22.254119532297658,21.13424301299653,27.012921385726056,20.493229076470083
C12orf54,22.430552852250667,5.384710670902459,21.965136553266763,24.02113254941714,28.372265023797727,20.43475952992695
OR13A1,10.798020346810306,31.67357518754736,24.711680170758967,21.863323730289,13.021535983358199,20.413627083752765
CBL,25.729502296261398,27.533487357272683,11.134754078400794,11.53214640059425,26.086679372876453,20.403313901081116
PTPRC,21.468436280820423,10.979499634475108,13.97189236816739,29.081429403431592,26.382997979524596,20.37685113328382
ERFL,18.453901181694672,23.282375019031807,19.554718718592653,19.32246172427601,21.134243012996535,20.349539931318336
ACTN1,34.89617624018537,21.146403161724674,15.100667904657186,20.48264899219424,9.524286266664607,20.230036513085214
GPN2,27.527278958360203,25.297822049429442,22.452440124050376,14.581737999541538,10.60433384765279,20.09272259580687
ACKR4,14.370834353401737,21.411477974106297,22.958836340264284,27.325681027733513,14.370834353401737,20.087532809781514
TCERG1L,22.069509084958902,27.81303036193456,14.286794929111224,18.647105602786343,17.5350883155202,20.070305658862246
SYBU,17.053299799364993,20.45435768116507,11.284548126212304,21.134243012996535,30.302504303868112,20.045790584721402
COLGALT1,20.432207655584868,14.39202371701672,15.803104887659794,25.8693409388228,23.620107468762225,20.023356933569282
PCGF5,7.607425693806939,29.093264142625085,18.33260204744083,23.88722732951065,20.950937180577423,19.974291278792187
SLCO1C1,26.415739218565832,28.03537137942777,14.220272387129421,8.472651340947328,22.219553515039333,19.872717568221937
IFNL3,18.657808293522173,18.08123959597597,10.56251363120968,26.97445193463976,24.592573316985042,19.773717354466523
TSPAN4,21.13424301299653,14.363718982133467,19.61243487676307,17.07445967643867,26.44773052767932,19.726517415202213
HSPA2,23.917277563692856,13.703040038740328,18.466254294252625,21.13424301299653,21.134243012996535,19.671011584535776
TMEM14A,26.053526767727753,21.593767261400274,18.01353859817023,18.216271143383114,14.370834353401737,19.649587624816622
SEC23IP,21.759352993882132,25.89821958787994,8.626779650796081,18.138284229277303,23.760934976135246,19.636714287594142
TAF11L13,28.195175113786764,24.75047767918415,2.134038766435325,32.25130079884698,10.813539183318149,19.628906308314274
UBR4,13.799302004090135,8.591551810522516,26.06984034300728,18.752636842799404,30.915225881072477,19.625711376298362
BBS1,24.428844474928617,12.077320646851048,14.653911795066618,19.987307013575588,26.86702429430246,19.602881644944866
SHC1,23.419723122961617,14.22891194044297,15.514701907719243,21.134243012996535,23.35329990144571,19.530175977113213
BOLA1,14.35354676316821,17.749750409339505,14.08965705988198,30.53370472425524,20.913133164693104,19.52795842426761
C3orf38,14.6758565537316,30.668541386352228,3.9434169175700307,24.851091430204615,23.325799116318287,19.49294108083535
CRYGB,18.807650342669678,20.583559574129044,24.319662655329626,31.946735955370535,0.906848452029212,19.31289139590562
IHH,21.134243012996535,13.490638099247729,26.26151946026431,25.75505337982728,9.781587404025167,19.284608271272205
ACTB,14.370834353401737,23.763244632761726,19.892985219078234,14.48885155820811,23.53945833862382,19.211074820414726
RPH3A,25.555806792920073,22.897151073406313,17.267391109339577,21.503268162960392,8.534217094152963,19.151566846555863
PIGU,22.97794582572451,12.737166436110666,17.69206357811194,23.071990659391172,19.165486193985895,19.128930538664836
ZNF880,28.3356061893464,29.617801192980707,11.025867663114296,10.420992791769637,16.091048976836955,19.0982633628096
OSBPL5,17.662340422169283,16.20870404342245,19.063370084473746,17.04644648060088,25.456924881712045,19.08755718247568
TRAF4,21.134243012996535,24.117889822962358,6.642037346624406,28.520305947328527,14.777344653658753,19.038364156714117
AHCYL2,21.134243012996535,14.477051372398517,21.134243012996535,23.939896076320178,14.370834353401737,19.0112535656227
BCAR3,10.473186995832549,18.256357842115293,25.518877230308718,22.86589022969246,17.774624019030952,18.977787263395996
PPP1CA,8.905966645697138,23.545763980393456,12.922238004923939,23.626798656293886,25.804250748278328,18.961003607117348
ATG16L2,7.607425693806941,20.402072163439996,16.991628209573285,25.710671350916876,23.879361925475035,18.918231868642426
USP17L18,27.967904262717518,5.651805133395961,21.37745564823727,25.193779722373066,14.370834353401737,18.91235582402511
TUT1,28.403050283966895,16.395764524993268,7.79108141536049,8.890972547943662,32.75984995650873,18.84814374575461
SAT1,22.613465240408484,12.438067321970257,25.460388457237354,23.924738594452766,9.590778175963969,18.805487558006565
IDO2,10.7589946178786,13.913281401534572,28.97197337368195,16.092077928135428,24.1598402925211,18.77923352275033
TMEM130,7.607425693806939,25.90580569568523,15.359602358569028,23.87256158386149,21.134721903127666,18.776023447010072
PRR20B,23.746778431554656,22.783125737619013,12.424965210380867,7.3039171773918765,26.228919206696627,18.49754115272861
ELOVL4,22.91869540421729,16.18933190552282,15.304510583187806,21.134243012996535,16.8642046254644,18.48219710627777
CTF1,21.134243012996535,10.658608482664961,15.17663032105689,23.14093066808371,21.849059470197645,18.391894390999948
TOMM7,21.056450956070048,27.17290498081077,10.40607963554025,8.312337225438986,24.31533137948871,18.252620835469752
ALDH1A1,14.01128850489253,28.3206845925957,12.61764368619032,25.359376367712134,10.922574286523606,18.246313487582857
ZNF286A,11.070007508810374,25.957406451515336,6.415656935279318,23.93532298144901,23.49739162506215,18.175157100423238
NPC1L1,25.606204045920283,21.79177519696233,0,26.366039182030487,16.96214749836324,18.145233184655268
RBM39,21.134243012996535,26.0080009754073,14.370834353401737,14.370834353401737,14.370834353401737,18.05094940972181
C19orf33,10.963031949023637,16.60545224980135,17.044985125765916,30.661975789252043,14.479357094452649,17.95096044165912
AP1S1,13.240689076795137,18.948243103927243,16.628377530645583,20.974399490388627,19.20397263981174,17.79913636831367
AUP1,21.87103536193633,9.851319253946023,23.014100172665408,21.134243012996535,12.761854297689334,17.726510419846726
NUBP1,21.761934872050016,11.339631349502467,31.069315763661994,14.598391910252314,9.461226264924386,17.646100032078234
CERCAM,22.92314092843107,23.384053990565707,9.272422858226308,23.878904357936946,8.62086726410571,17.615877879853148
HPS1,7.607425693806939,21.134243012996535,12.05525795794154,22.545422888300646,23.877329817684124,17.443935874145957
ZNF763,14.53894722046255,16.738902381479313,18.8087606617854,29.36166016821601,7.607425693806941,17.41113922515004
AQP4,22.853414816705232,16.109590800711427,26.954381606485782,0.872988739084622,19.88996841501959,17.33606887560133
MET,20.76139394127839,16.081509205468066,10.332938595764492,27.243898981654365,9.550313319193698,16.794010808671803
GOSR1,22.126620061186003,25.147266776160276,29.458465817713765,5.50347621361479,0.8910443975491791,16.6253746532448
LIPN,21.13424301299653,21.134243012996535,7.607425693806939,14.370834353401737,18.745884874954108,16.59852618963117
CCNQ,11.81279371671021,13.046397209695119,20.506564440101386,21.664010859920356,13.928032942515788,16.19155983378857
UGT2B17,7.93120113857139,31.987673551729895,18.462847657874928,20.636913335774107,0.6037262551508266,15.924472387820229
OR8H2,21.134243012996535,9.660072417005997,11.693297369473509,27.18696903333157,9.79543479824908,15.894003326211338
KCNJ14,14.672582780826593,22.153611988018305,17.812553865693577,3.1138949648035523,21.626235263060718,15.87577577248055
TBC1D26,14.370834353401737,22.155137910167223,20.614100504942826,14.494981315778062,7.607425693806939,15.848495955619358
TRUB2,17.99955356019414,14.97541105195452,12.164018733812366,21.134243012996535,12.692416802425582,15.793128632276629
SMNDC1,7.607425693806939,27.258633090564043,21.134243012996535,7.607425693806939,14.370834353401737,15.595712368915239
CBLL2,13.5477129382271,8.28123816480446,25.74709777247644,17.645105848243308,12.20617542409149,15.48546602956856
NR2C2,7.607425693806939,18.964914061782192,17.34219488451988,21.139841092589712,11.08160891653842,15.227196929847429
HDAC7,14.370834353401737,19.369499000624604,13.750803923193274,14.10537763704106,14.370834353401737,15.193469853532482
UBA2,22.050103177911907,15.280385080807394,13.318855954285272,7.748747366876529,17.440896461936056,15.167797608363431
LY6G5B,14.370834353401737,18.419481210547108,13.48533617870821,14.370834353401737,14.370834353401737,15.003464089892105
SGIP1,17.756767263972762,12.969835487368139,3.7291077963167876,18.873133705672856,21.134243012996535,14.892617453265416
CHEK1,23.939924219773786,8.372967830654694,10.142296116186369,18.87431607570705,11.676616142344095,14.6012240769332
DCAF1,18.477268084202226,19.535262160360148,5.993372771117297,7.607425693806939,18.418514288566694,14.00636859961066
ZNF618,7.607425693806939,9.032012912021296,23.93781266693797,21.134243012996535,7.607425693806939,13.863783995913936
CTAGE1,10.060947429938508,21.069530658429343,10.45060515177413,25.070069652360598,2.663296366668002,13.862889851834117
LXN,10.937796311344211,7.962864924442578,22.403196233957665,3.5148223993776004,22.258460933180835,13.415428160460579
PLIN3,7.607425693806939,10.091664560015973,10.004890736156028,24.826656353641056,14.370834353401737,13.380294339404347
C17orf58,16.965602517510558,17.0013427351918,11.75082491146964,4.907223653119458,13.870220055408526,12.899042774539996
NALF1,11.152142882448754,9.88362624631693,12.479247365132348,21.134243012996535,7.607425693806939,12.451337040140302
FTMT,10.752648928983271,18.175219776685054,6.181747832183985,22.00332428285764,4.819060443598082,12.386400252861607
LRRC61,14.370834353401737,7.009684774953649,3.14261153672989,7.607425693806939,24.948691534612326,11.415849578700907
KBTBD13,14.370834353401737,4.801731113560821,7.607425693806939,14.370834353401737,14.370834353401737,11.104331973514594
RNF223,7.607425693806939,14.750311726306679,16.686752382623254,7.607425693806939,7.607425693806939,10.85186823807015
